company_id,quarter,disclosure_risk_score,rnd_ratio,major_event_flag,disclosure_summary_ko
C037,2023Q4,0.24738,0.03817,1,합성 데이터: 특이 공시 없음
C037,2024Q1,0.35368,0.05179,0,합성 데이터: 특이 공시 없음
C037,2024Q2,0.26989,0.05215,0,합성 데이터: 특이 공시 없음
C037,2024Q3,0.41931,0.05992,1,합성 데이터: 특이 공시 없음
C037,2024Q4,0.44629,0.02424,0,합성 데이터: 특이 공시 없음
C037,2025Q1,0.36903,0.03035,1,합성 데이터: 특이 공시 없음
C037,2025Q2,0.34702,0.05738,0,합성 데이터: 특이 공시 없음
C037,2025Q3,0.36155,0.06193,0,합성 데이터: 특이 공시 없음
C037,2025Q4,0.29483,0.03664,0,합성 데이터: 특이 공시 없음
C038,2021Q1,0.253,0.04555,1,합성 데이터: 특이 공시 없음
C038,2021Q2,0.28441,0.04367,0,합성 데이터: 특이 공시 없음
C038,2021Q3,0.11436,0.0,0,합성 데이터: 특이 공시 없음
C038,2021Q4,0.49795,0.05305,0,합성 데이터: 특이 공시 없음
C038,2022Q1,0.28845,0.07425,0,합성 데이터: 특이 공시 없음
C038,2022Q2,0.31402,0.06805,0,합성 데이터: 특이 공시 없음
C038,2022Q3,0.18992,0.03588,0,합성 데이터: 특이 공시 없음
C038,2022Q4,0.38294,0.05254,0,합성 데이터: 특이 공시 없음
C038,2023Q1,0.40527,0.04314,0,합성 데이터: 특이 공시 없음
C038,2023Q2,0.38503,0.0226,0,합성 데이터: 특이 공시 없음
C038,2023Q3,0.30751,0.00134,1,합성 데이터: 특이 공시 없음
C038,2023Q4,0.34837,0.06264,0,합성 데이터: 특이 공시 없음
C038,2024Q1,0.2828,0.03303,0,합성 데이터: 특이 공시 없음
C038,2024Q2,0.40833,0.02216,0,합성 데이터: 특이 공시 없음
C038,2024Q3,0.30529,0.03554,0,합성 데이터: 특이 공시 없음
C038,2024Q4,0.28565,0.04187,0,합성 데이터: 특이 공시 없음
C038,2025Q1,0.34814,0.06197,0,합성 데이터: 특이 공시 없음
C038,2025Q2,0.44992,0.02071,1,합성 데이터: 특이 공시 없음
C038,2025Q3,0.52342,0.00335,0,합성 데이터: 특이 공시 없음
C038,2025Q4,0.22818,0.04048,1,합성 데이터: 특이 공시 없음
C039,2021Q1,0.49223,0.03833,0,합성 데이터: 특이 공시 없음
C039,2021Q2,0.56266,0.01099,0,합성 데이터: 특이 공시 없음
C039,2021Q3,0.54545,0.04422,0,합성 데이터: 특이 공시 없음
C039,2021Q4,0.61985,0.05279,0,합성 데이터: 특이 공시 없음
C039,2022Q1,0.50573,0.06124,0,합성 데이터: 특이 공시 없음
C039,2022Q2,0.65178,0.04421,0,합성 데이터: 공시 위험 신호 높음
C039,2022Q3,0.60874,0.01471,1,합성 데이터: 특이 공시 없음
C039,2022Q4,0.47504,0.0318,0,합성 데이터: 특이 공시 없음
C039,2023Q1,0.38425,0.05799,0,합성 데이터: 특이 공시 없음
C039,2023Q2,0.48233,0.04414,0,합성 데이터: 특이 공시 없음
C039,2023Q3,0.54793,0.04133,0,합성 데이터: 특이 공시 없음
C039,2023Q4,0.55612,0.02871,0,합성 데이터: 특이 공시 없음
C039,2024Q1,0.50316,0.04161,0,합성 데이터: 특이 공시 없음
C039,2024Q2,0.64941,0.02836,0,합성 데이터: 특이 공시 없음
C039,2024Q3,0.64518,0.02963,0,합성 데이터: 특이 공시 없음
C039,2024Q4,0.5813,0.03935,0,합성 데이터: 특이 공시 없음
C039,2025Q1,0.5918,0.0453,0,합성 데이터: 특이 공시 없음
C039,2025Q2,0.60309,0.02325,0,합성 데이터: 특이 공시 없음
C039,2025Q3,0.69367,0.03306,0,합성 데이터: 공시 위험 신호 높음
C039,2025Q4,0.5801,0.0356,0,합성 데이터: 특이 공시 없음
C040,2021Q1,0.3145,0.0457,1,합성 데이터: 특이 공시 없음
C040,2021Q2,0.19447,0.02913,0,합성 데이터: 특이 공시 없음
C040,2021Q3,0.36912,0.02026,0,합성 데이터: 특이 공시 없음
C040,2021Q4,0.45886,0.02059,0,합성 데이터: 특이 공시 없음
C040,2022Q1,0.3515,0.05411,0,합성 데이터: 특이 공시 없음
C040,2022Q2,0.48417,0.01359,0,합성 데이터: 특이 공시 없음
C040,2022Q3,0.16447,0.06332,0,합성 데이터: 특이 공시 없음
C040,2022Q4,0.36516,0.04974,0,합성 데이터: 특이 공시 없음
C040,2023Q1,0.38845,0.03248,0,합성 데이터: 특이 공시 없음
C040,2023Q2,0.37945,0.05507,0,합성 데이터: 특이 공시 없음
C040,2023Q3,0.36177,0.08274,0,합성 데이터: 특이 공시 없음
C040,2023Q4,0.36689,0.01831,0,합성 데이터: 특이 공시 없음
C040,2024Q1,0.39302,0.0433,1,합성 데이터: 특이 공시 없음
C040,2024Q2,0.33005,0.03269,0,합성 데이터: 특이 공시 없음
C040,2024Q3,0.25617,0.06041,0,합성 데이터: 특이 공시 없음
C040,2024Q4,0.22776,0.02891,0,합성 데이터: 특이 공시 없음
C040,2025Q1,0.2506,0.04993,1,합성 데이터: 특이 공시 없음
C040,2025Q2,0.22838,0.03982,0,합성 데이터: 특이 공시 없음
C040,2025Q3,0.22127,0.0738,0,합성 데이터: 특이 공시 없음
C040,2025Q4,0.37629,0.06957,0,합성 데이터: 특이 공시 없음
