company_id,quarter,revenue,operating_income,net_income,total_assets,total_debt,total_equity,current_assets,current_liabilities,operating_cash_flow,interest_expense
C024,2023Q4,370392.58,8249.03,4686.12,1041927.36,193483.35,848444.01,593346.88,91559.2,6270.22,1695.47
C024,2024Q1,364724.3,21925.8,11618.36,493594.09,84714.12,408879.98,194644.19,17806.53,32922.63,475.48
C024,2024Q2,373269.65,29778.39,23123.36,696010.4,155097.65,540912.76,208870.51,62204.5,25775.32,2517.48
C024,2024Q3,379947.02,23503.62,12960.76,716574.1,199819.63,516754.47,324821.58,100641.01,11367.22,667.37
C024,2024Q4,377262.97,-1740.69,-1984.25,950992.13,239537.02,711455.11,513467.31,105722.9,15332.67,2132.82
C024,2025Q1,373088.44,27374.38,23676.93,705732.13,222207.24,483524.9,292079.92,59287.42,22186.55,2735.3
C024,2025Q2,369036.49,31450.79,16758.21,719072.01,149276.57,569795.44,378972.98,80047.88,14603.39,1814.86
C024,2025Q3,358422.58,28170.65,16581.93,472121.3,110442.37,361678.93,255319.81,48295.25,27223.61,1074.54
C024,2025Q4,381403.36,28496.39,14669.63,615740.36,149359.19,466381.17,314858.27,57687.43,19366.03,1580.55
C025,2021Q1,84131.76,18458.42,12938.49,186327.5,88788.44,97539.06,65952.83,48070.22,10794.08,1441.1
C025,2021Q2,79435.38,15719.19,12983.1,161352.23,96997.95,64354.29,40868.21,42777.81,11786.99,1303.66
C025,2021Q3,77020.14,15677.36,11200.17,132136.51,91588.11,40548.4,77456.99,32938.34,15863.25,1320.15
C025,2021Q4,78949.6,14895.94,11947.35,143121.67,88909.69,54211.98,41654.88,20586.58,14256.9,676.95
C025,2022Q1,77297.79,17643.02,13375.01,176403.15,76644.12,99759.02,46273.05,37470.6,21003.54,779.67
C025,2022Q2,81286.83,17910.8,12897.83,199985.01,115722.15,84262.86,110562.0,50294.55,9399.49,1157.3
C025,2022Q3,79579.41,15306.63,11053.8,113287.15,58817.25,54469.91,37649.09,23643.5,13110.01,667.55
C025,2022Q4,82417.35,18299.03,14587.47,236804.31,167354.43,69449.88,102805.45,59506.96,18297.94,891.85
C025,2023Q1,82788.72,18275.12,10681.11,139007.77,78844.6,60163.17,39568.26,35610.13,16902.2,267.12
C025,2023Q2,77181.54,13508.94,6488.43,123902.86,59680.39,64222.47,47835.01,13234.18,6805.63,646.43
C025,2023Q3,78606.75,17064.93,12471.62,159971.83,97689.0,62282.83,76228.37,22087.94,12959.11,543.91
C025,2023Q4,75781.47,13859.44,9444.35,142588.51,71333.8,71254.72,75407.12,38838.9,17354.87,1021.02
C025,2024Q1,74879.0,16018.81,9607.94,110543.46,56852.21,53691.25,45916.37,17643.7,11272.98,704.26
C025,2024Q2,73392.01,12233.56,9341.31,185911.89,100768.79,85143.1,113732.06,30360.73,8074.71,376.45
C025,2024Q3,72955.77,14324.04,7901.91,132277.24,68234.44,64042.8,71623.59,36544.83,11844.84,234.35
C025,2024Q4,75277.4,13326.37,9350.52,195960.23,100117.39,95842.85,88089.76,51360.63,12271.59,1779.32
C025,2025Q1,73199.99,17663.58,8877.73,202514.86,128322.44,74192.43,95652.66,25234.86,19325.67,988.42
C025,2025Q2,75413.41,14676.2,9930.43,142449.09,78427.79,64021.3,72686.1,16509.72,9287.69,354.54
C025,2025Q3,75652.39,17495.04,13297.02,134838.51,76084.6,58753.91,45025.91,29465.96,14935.06,424.23
C025,2025Q4,75252.61,16760.01,11078.68,156894.21,99803.71,57090.5,42206.22,40164.2,17159.78,865.96
C026,2021Q1,74918.48,13132.55,9906.37,92798.56,22919.95,69878.61,40607.68,7068.45,14685.27,175.54
C026,2021Q2,74816.69,14293.07,8021.47,193641.67,57780.81,135860.86,103639.58,29395.85,7769.13,1012.91
C026,2021Q3,73380.85,15829.39,13029.97,152255.34,42989.37,109265.97,84131.8,11551.12,8758.68,673.76
C026,2021Q4,70837.21,14662.27,10574.79,140871.62,33456.02,107415.6,67038.4,12087.42,6724.26,424.56
C026,2022Q1,75116.64,14055.31,6946.17,116098.38,8631.11,107467.27,62591.71,1994.66,13362.77,133.85
C026,2022Q2,74743.64,14913.75,8184.71,210189.9,41457.04,168732.86,75785.49,18366.43,11799.36,451.84
C026,2022Q3,74702.1,13272.79,7151.28,213255.93,57312.25,155943.68,55306.47,16120.72,10699.33,374.49
C026,2022Q4,76015.77,11876.38,9664.02,188749.77,67027.97,121721.8,97424.22,36026.67,6421.27,842.95
C026,2023Q1,77781.13,14011.81,10378.64,114598.31,22230.56,92367.75,33228.63,12037.24,11984.33,278.95
C026,2023Q2,71772.47,11249.48,7429.47,184639.07,39686.27,144952.8,109897.78,20132.41,9579.8,200.9
C026,2023Q3,68048.85,10545.11,5855.74,155584.59,37071.23,118513.36,67323.06,19255.05,9504.41,242.35
C026,2023Q4,66644.54,10799.64,7692.66,96711.83,31169.94,65541.89,28294.66,12866.75,6173.13,103.11
C026,2024Q1,64884.46,10831.46,7599.13,167291.67,41350.55,125941.13,80961.7,9285.36,10503.98,569.46
C026,2024Q2,59609.15,11268.31,8135.72,158084.28,49738.77,108345.51,70407.22,23185.16,8324.18,221.95
C026,2024Q3,58507.87,11398.78,8335.53,88386.71,25921.4,62465.31,38670.56,9730.21,12298.9,444.43
C026,2024Q4,55716.48,11075.33,5543.71,156815.91,25361.71,131454.2,84734.63,11140.48,6129.06,437.21
C026,2025Q1,56360.29,10995.76,8515.35,153362.83,48321.05,105041.78,87338.86,17598.02,9337.12,290.08
C026,2025Q2,54102.59,9874.91,5439.55,89201.8,16427.08,72774.71,24810.51,7458.93,12681.26,263.84
C026,2025Q3,56301.95,11677.2,7121.95,70221.65,25838.45,44383.19,25087.74,5997.87,8426.93,412.07
C026,2025Q4,56460.4,12350.79,8299.33,88895.68,21942.8,66952.88,26015.82,11889.07,8521.12,107.66
C027,2021Q1,61218.94,6818.29,5285.25,112098.54,17535.99,94562.55,61400.65,4715.31,6089.46,299.83
C027,2021Q2,61701.06,1384.37,215.32,114293.3,20295.09,93998.21,55781.16,9686.61,2318.31,333.11
C027,2021Q3,61194.09,2606.15,1036.12,165241.81,39716.67,125525.14,86350.05,11439.16,1491.06,268.14
C027,2021Q4,64333.23,6973.71,3037.83,153027.38,36275.74,116751.63,48507.18,13465.76,3688.26,390.11
C027,2022Q1,67767.55,5516.4,2391.61,83354.41,14437.73,68916.67,22632.53,4755.12,5310.75,192.4
C027,2022Q2,72346.74,6082.66,4502.62,205738.89,32788.07,172950.82,53465.09,5966.43,4926.93,501.54
C027,2022Q3,76738.57,7450.08,4782.48,202915.17,38870.06,164045.11,63521.85,13771.17,10942.75,463.45
C027,2022Q4,78662.66,6907.24,3265.95,142589.07,30391.34,112197.72,41227.36,6539.3,9636.68,327.55
C027,2023Q1,80144.97,5325.44,1751.34,102165.77,23706.87,78458.91,50363.23,6457.8,1619.54,365.7
C027,2023Q2,74705.65,4464.17,1043.84,162638.33,32426.59,130211.74,41296.57,16606.79,3337.46,416.12
C027,2023Q3,83036.97,7522.84,4297.4,144656.59,17306.2,127350.39,41927.3,7174.83,8864.49,136.76
C027,2023Q4,86707.94,6532.71,2254.3,202000.97,35441.58,166559.39,109858.98,13048.2,3016.35,371.79
C027,2024Q1,86314.64,2480.42,1087.34,148871.64,35821.86,113049.78,82327.59,9643.12,3254.77,109.86
C027,2024Q2,90769.66,3493.48,1707.73,131004.19,16846.07,114158.12,33501.98,3095.08,7964.62,95.93
C027,2024Q3,94684.56,3226.36,1604.59,158859.92,29561.24,129298.68,97673.27,11865.94,818.6,457.62
C027,2024Q4,99832.41,8934.1,5533.04,183172.27,41492.06,141680.21,94639.52,18387.54,5234.24,313.56
C027,2025Q1,101145.27,8212.83,6950.68,230576.6,49738.29,180838.31,80289.64,22296.62,6387.94,381.86
C027,2025Q2,99271.97,7948.53,6125.62,287798.61,73462.55,214336.06,167423.68,30137.79,9057.31,236.85
C027,2025Q3,102076.67,8003.83,5616.91,268165.69,40501.02,227664.68,68413.35,13105.74,5778.55,658.34
C027,2025Q4,100211.1,7308.07,3900.82,173282.5,32518.88,140763.62,54168.63,14824.09,5474.26,447.83
C028,2021Q1,301782.88,18254.91,12687.79,700953.37,335786.17,365167.21,426922.79,77773.97,20720.01,4890.89
C028,2021Q2,305177.98,5978.17,3321.68,812730.05,375680.86,437049.19,334307.95,198679.08,-3980.97,2887.31
C028,2021Q3,327440.5,34067.14,21886.11,452249.54,187783.14,264466.4,254421.99,72498.59,26117.42,2482.51
C028,2021Q4,337207.38,24395.71,13171.45,792148.04,276785.33,515362.71,461103.77,54336.08,31935.64,2242.49
C028,2022Q1,357285.3,13377.33,10362.39,930683.09,430233.35,500449.75,283183.14,157627.63,8913.25,2513.24
C028,2022Q2,371772.07,33645.21,18916.91,502256.7,249068.84,253187.86,190275.23,67236.03,28401.82,1191.11
C028,2022Q3,387663.07,28982.98,23013.47,787265.24,412335.53,374929.71,362392.27,152262.84,18961.95,3454.32
C028,2022Q4,405919.91,32194.94,24273.3,982363.8,482940.2,499423.61,502706.59,219084.99,29741.28,1985.03
C028,2023Q1,435889.79,11358.19,7292.16,525555.26,281808.07,243747.19,197047.39,83426.8,20040.68,2489.56
C028,2023Q2,449325.98,20672.77,13678.18,1237406.39,647267.58,590138.8,751814.73,132431.33,8478.35,6061.84
C028,2023Q3,453528.84,12533.37,6266.42,905934.93,433425.22,472509.71,556262.73,185671.64,23852.6,7511.94
C028,2023Q4,468197.24,13193.63,8670.04,1091712.06,511779.63,579932.44,508460.65,279087.48,-3416.73,6225.5
C028,2024Q1,488642.94,4508.75,1784.59,1178096.41,635952.1,542144.3,445513.15,234220.16,3411.54,9608.83
C028,2024Q2,482656.02,20738.31,12853.48,1035076.18,468784.21,566291.97,331051.09,245911.48,14727.67,3587.04
C028,2024Q3,493343.32,29955.31,18900.56,813435.85,329233.78,484202.07,371955.39,149713.4,21549.43,3384.33
C028,2024Q4,502719.83,33435.56,22636.8,804247.79,356440.02,447807.77,234203.28,96404.79,39769.77,4092.76
C028,2025Q1,526967.73,24070.71,17589.54,760628.64,361439.19,399189.44,382433.63,189905.25,31036.39,4590.36
C028,2025Q2,551802.14,15067.29,8992.61,1395759.23,544897.85,850861.39,683167.46,151909.54,9839.39,2696.8
C028,2025Q3,588908.01,21578.5,14572.88,1323971.81,619752.84,704218.98,385589.21,291503.3,4157.83,1895.91
C028,2025Q4,639056.92,35824.98,22897.44,1439126.51,734498.31,704628.2,378907.07,362623.23,11553.68,5231.74
C029,2021Q1,213714.62,45937.77,38451.92,328980.66,188561.75,140418.91,113308.59,50393.87,44823.58,2927.29
C029,2021Q2,224835.2,52709.79,40410.68,512571.51,278842.46,233729.04,141305.92,152691.61,52112.96,2718.86
C029,2021Q3,231953.48,61095.46,34362.94,521464.18,303021.54,218442.64,276239.39,119985.07,35979.31,4464.15
C029,2021Q4,238953.82,60558.75,52026.43,591179.32,314969.41,276209.9,252872.92,161125.03,48876.74,4027.61
C029,2022Q1,255567.15,63056.15,50919.03,722400.88,378573.7,343827.18,307144.42,90593.27,72182.31,5921.77
C029,2022Q2,270044.09,60080.25,51691.92,357596.23,174075.7,183520.52,200919.02,52991.3,58471.45,1023.68
C029,2022Q3,276631.37,57485.24,38351.36,650568.22,345948.79,304619.43,264001.32,95735.02,31195.01,3192.81
C029,2022Q4,278937.41,55595.27,45273.69,537859.38,268706.34,269153.04,225013.99,71013.94,45430.38,4425.03
C029,2023Q1,288202.39,54673.02,32371.41,415373.73,266939.95,148433.78,161976.28,77878.15,48094.69,3914.54
C029,2023Q2,289339.12,71923.65,54497.46,493809.72,221555.39,272254.33,239367.71,92025.58,48461.27,3631.68
C029,2023Q3,303095.1,52832.48,43654.67,482949.93,252426.03,230523.9,200152.87,121702.42,40611.98,1772.41
C029,2023Q4,304905.14,47754.93,36137.79,381527.84,183327.32,198200.52,109864.61,46289.24,48190.22,2631.77
C029,2024Q1,302884.21,56554.64,46748.91,636645.91,371984.73,264661.17,364871.0,133088.44,65331.35,2368.57
C029,2024Q2,305928.09,60995.27,47471.37,659040.89,401507.01,257533.88,298950.58,168173.64,68842.93,3824.24
C029,2024Q3,318006.58,73240.75,47292.13,473221.36,221330.84,251890.52,293138.59,98789.63,73410.31,3640.52
C029,2024Q4,321531.01,70710.02,46743.83,817466.66,476041.6,341425.07,451947.14,221815.03,78033.85,7394.31
C029,2025Q1,343543.03,82991.33,58238.27,938146.47,541347.35,396799.11,472714.7,140431.54,93954.18,4012.34
C029,2025Q2,363536.81,76261.44,49464.61,730756.52,448933.32,281823.2,313763.5,158044.08,76124.11,3028.97
C029,2025Q3,360991.96,80177.81,70964.07,776333.34,472708.1,303625.25,282102.91,249518.95,85956.73,3187.54
C029,2025Q4,368594.4,84830.35,63481.33,882609.9,444933.15,437676.76,244048.14,202615.88,88543.93,3704.38
C030,2021Q1,250470.2,31935.82,21031.52,447470.74,289454.41,158016.32,132064.01,129708.46,35204.47,1928.78
C030,2021Q2,262483.57,33798.1,24578.12,714784.83,417737.31,297047.53,345517.85,181275.75,41895.13,3703.38
C030,2021Q3,260595.28,26631.95,18565.22,675134.99,404170.6,270964.39,417491.18,156982.99,27502.13,3245.78
C030,2021Q4,270900.74,29365.73,18685.69,725771.91,501275.2,224496.71,364998.95,268675.53,23182.18,1674.99
C030,2022Q1,278123.67,33047.16,26044.95,669618.1,483408.51,186209.6,330186.58,203670.71,32578.55,4544.37
C030,2022Q2,282209.7,32052.11,22407.41,768502.97,375217.25,393285.73,265445.85,177047.65,33480.63,3315.21
C030,2022Q3,277960.29,30831.21,25531.16,787546.11,448501.84,339044.27,331628.01,115628.59,30757.08,3791.33
C030,2022Q4,297787.62,31367.28,26692.55,628843.13,378707.54,250135.58,276627.39,200473.32,32533.71,4266.73
C030,2023Q1,310189.6,28552.88,18572.08,451866.7,270622.15,181244.55,231916.34,70904.64,-1290.48,4449.22
C030,2023Q2,314712.51,32445.55,26863.92,399588.21,243111.26,156476.96,243097.31,110517.84,24655.04,3090.51
C030,2023Q3,310079.85,32401.66,22092.43,733823.15,386324.56,347498.58,437216.7,207489.5,40937.3,5307.98
C030,2023Q4,309832.1,22906.1,19024.72,611829.68,389285.73,222543.95,344866.13,209016.96,2141.46,2834.24
C030,2024Q1,334931.93,25249.34,17012.33,822768.59,554444.43,268324.16,283712.1,291796.45,11556.34,6459.98
C030,2024Q2,338997.22,49027.91,27570.37,595338.04,323070.99,272267.04,218271.21,68059.27,58352.27,4618.25
C030,2024Q3,340176.84,28136.13,20349.08,545451.97,323034.34,222417.63,211972.69,63295.53,34425.21,4226.74
C030,2024Q4,352142.88,39707.75,27351.95,639151.09,384641.12,254509.97,282750.9,84434.85,34488.97,4028.3
C030,2025Q1,387689.3,35375.48,22727.81,612096.56,302389.82,309706.73,331950.56,81337.22,32960.49,5329.1
C030,2025Q2,410452.85,40889.3,22543.46,969040.07,488027.59,481012.47,259574.81,107565.97,41410.32,2535.09
C030,2025Q3,422839.37,58918.57,46768.08,1176958.43,655288.54,521669.89,550473.36,120119.07,51867.91,9710.47
C030,2025Q4,426360.85,60958.84,45882.57,524370.86,286859.51,237511.35,298839.59,58637.2,46971.74,3019.24
C031,2021Q1,70712.43,3652.22,1959.29,104392.83,22053.95,82338.88,51030.19,10594.99,3533.61,322.16
C031,2021Q2,71017.3,595.17,247.54,143280.22,43548.0,99732.22,48982.51,12565.17,-307.68,618.65
C031,2021Q3,71562.24,1674.03,-287.86,95431.61,19847.59,75584.01,46635.54,9606.73,4094.24,205.62
C031,2021Q4,73513.22,5737.48,3034.45,121888.04,30369.78,91518.25,70087.26,11576.33,5294.91,153.37
C031,2022Q1,71983.45,4085.47,2450.13,101870.21,20197.26,81672.94,37016.04,4320.98,4013.46,83.95
C031,2022Q2,70246.63,5539.44,3282.05,185804.48,54760.95,131043.54,106683.66,24743.19,5540.26,975.47
C031,2022Q3,73348.87,5123.76,2927.92,109941.66,30367.9,79573.75,36529.4,9384.36,3988.23,203.95
C031,2022Q4,72111.81,2964.9,1617.34,203792.62,37754.92,166037.69,82242.9,8280.11,-2741.87,384.04
C031,2023Q1,72567.56,6113.25,2746.73,206369.78,37422.31,168947.48,83538.51,7295.38,1705.95,200.68
C031,2023Q2,70397.41,3615.45,2799.32,180304.56,36331.44,143973.13,99310.0,8834.23,3042.01,632.21
C031,2023Q3,67345.12,3765.05,2173.33,109630.52,25468.01,84162.5,56051.17,6170.0,1814.23,249.98
C031,2023Q4,71414.37,3788.8,2495.47,106661.44,33120.21,73541.23,43090.47,14243.94,3218.83,192.74
C031,2024Q1,70690.31,1434.53,79.38,97517.37,19607.44,77909.93,28724.74,4089.57,-682.12,105.54
C031,2024Q2,71774.02,1151.58,-503.37,189754.97,55796.53,133958.44,66663.41,15571.86,1147.84,188.86
C031,2024Q3,69513.74,1787.13,942.51,189553.71,39020.3,150533.41,81946.84,13145.15,1212.74,628.44
C031,2024Q4,70935.81,4840.54,2617.02,103557.99,35196.51,68361.48,56472.13,17347.03,7266.77,171.02
C031,2025Q1,71612.83,4783.54,2322.75,170539.67,26999.1,143540.57,43640.88,14729.85,3895.37,291.12
C031,2025Q2,71098.54,3769.59,2412.79,100190.18,21297.14,78893.04,38141.78,11603.58,3965.51,245.9
C031,2025Q3,72236.58,5081.81,2899.77,92785.57,23979.33,68806.24,48164.69,5252.89,4790.84,356.04
C031,2025Q4,73711.15,6975.51,3432.24,105197.69,15784.71,89412.98,48736.41,3492.47,8073.27,95.67
C032,2021Q1,119170.55,14476.47,12411.27,325731.55,184951.83,140779.72,89629.1,56158.55,11269.03,2095.41
C032,2021Q2,131449.88,10805.01,5999.78,210633.31,126826.08,83807.23,104930.66,42383.98,8229.8,1286.11
C032,2021Q3,140099.14,16528.46,11127.13,169010.3,85799.49,83210.8,74941.22,22773.79,15555.04,443.8
C032,2021Q4,147011.59,20418.16,12968.7,420948.67,232818.58,188130.09,209756.7,100298.52,14235.82,1192.46
C032,2022Q1,156586.28,18529.16,13153.96,236203.27,128566.85,107636.42,89611.22,39264.69,24254.92,1402.79
C032,2022Q2,153084.33,17189.35,11412.41,284624.11,175825.54,108798.56,140177.62,77323.54,16998.79,2293.26
C032,2022Q3,162325.0,20018.54,12856.56,319471.48,171721.51,147749.97,193620.25,84545.53,20085.27,1207.23
C032,2022Q4,160445.05,21100.5,14194.85,414265.6,252737.67,161527.93,223343.76,64779.15,23046.79,2376.22
C032,2023Q1,155724.64,20320.4,16797.63,377183.23,209658.34,167524.9,231540.05,45080.37,15862.47,1596.55
C032,2023Q2,157362.12,12156.07,5833.88,431829.16,225857.53,205971.64,237191.33,70848.05,9863.29,2115.65
C032,2023Q3,159006.05,25407.3,13959.16,344150.75,186696.03,157454.72,171487.17,99882.93,21230.74,2187.77
C032,2023Q4,159261.98,15891.61,9313.72,328332.86,203251.52,125081.34,160925.69,53611.06,8900.42,1663.14
C032,2024Q1,159232.62,16362.14,9586.11,242068.79,161484.31,80584.48,116539.97,68041.03,8485.13,2269.61
C032,2024Q2,167400.53,19174.19,14049.69,348413.62,182687.66,165725.96,195751.75,98062.67,20186.69,3282.88
C032,2024Q3,177229.32,18048.67,12919.86,298766.01,152662.98,146103.04,94777.66,41407.51,11127.33,940.05
C032,2024Q4,180012.41,20597.3,16457.11,379666.87,201516.68,178150.2,162651.07,93626.99,20766.46,780.41
C032,2025Q1,187033.92,15001.3,9516.84,540928.78,343329.73,197599.05,296407.1,108299.77,16302.73,5069.38
C032,2025Q2,190892.07,18508.06,10258.51,430338.58,240875.52,189463.06,239915.18,96142.75,17540.23,2160.37
C032,2025Q3,196064.98,24447.73,15197.55,269011.04,175926.1,93084.94,112748.93,49914.91,13677.39,2158.2
C032,2025Q4,188700.48,26317.99,20694.74,541863.92,292876.8,248987.12,284136.93,128444.1,28063.49,1716.65
C033,2021Q1,276380.92,34422.45,24655.24,444358.07,269479.03,174879.04,141501.27,111469.7,28291.72,2923.85
C033,2021Q2,292110.35,38831.93,27636.35,724852.69,442962.65,281890.04,249122.53,97634.4,37655.6,4772.57
C033,2021Q3,300232.12,50197.08,30575.99,624218.2,406740.79,217477.41,260280.28,102709.32,37036.38,1880.98
C033,2021Q4,318477.37,52986.43,29541.48,825759.24,472641.93,353117.31,364724.9,146918.17,27862.02,2657.01
C033,2022Q1,334648.72,48644.62,33232.78,969894.74,710073.72,259821.02,452335.25,185046.98,46688.82,5568.19
C033,2022Q2,341011.38,53190.63,43260.14,593786.57,440172.09,153614.49,259512.49,165847.84,54936.36,1779.92
C033,2022Q3,367391.87,50558.36,36423.74,496728.96,323211.77,173517.19,293798.97,124882.01,44373.18,2853.79
C033,2022Q4,390384.33,44777.84,24903.32,936507.64,610838.28,325669.37,360714.26,119697.93,31728.37,5771.37
C033,2023Q1,404445.35,60453.66,46218.44,535527.94,389483.54,146044.4,233009.28,104410.24,48255.24,4063.41
C033,2023Q2,418664.49,46647.96,34529.43,999115.68,761862.97,237252.71,362500.36,142025.5,44471.27,10677.44
C033,2023Q3,430390.5,59933.35,51240.27,1115635.55,830241.53,285394.02,552943.19,174985.67,71855.63,4688.03
C033,2023Q4,447510.55,60955.33,45834.47,652467.29,454751.27,197716.02,176785.35,150652.09,75717.87,5060.61
C033,2024Q1,487377.28,49942.28,44476.71,1105599.99,746814.46,358785.54,570628.16,153881.35,42789.99,13375.55
C033,2024Q2,525183.97,61788.03,52605.98,970091.15,731057.84,239033.31,533090.9,383252.08,85713.05,6469.9
C033,2024Q3,544596.2,52440.45,31200.2,890714.14,590286.68,300427.47,472519.73,292503.2,57058.2,9807.24
C033,2024Q4,549910.52,85552.18,61743.02,1060397.79,666225.92,394171.87,651773.02,290320.02,92419.85,9088.13
C033,2025Q1,576625.6,77061.86,46817.13,1591152.08,1133228.56,457923.52,799871.86,307118.87,96575.66,14854.83
C033,2025Q2,613987.47,100775.91,58150.54,1530344.31,1073227.53,457116.78,412202.62,552409.66,105781.68,8243.09
C033,2025Q3,650909.14,95516.28,53774.71,1743049.67,1082334.15,660715.51,615290.62,250122.09,111993.3,18566.93
C033,2025Q4,690495.78,91152.12,66343.61,1931797.92,1159513.7,772284.22,978642.93,516074.08,64637.57,14878.09
C034,2021Q1,222738.95,25147.91,21029.81,338578.14,90965.4,247612.74,169166.77,28729.75,30856.16,911.15
C034,2021Q2,235321.66,25111.09,14835.44,389992.02,129082.66,260909.35,197137.01,37624.69,6697.42,567.12
C034,2021Q3,241039.68,23854.29,20365.46,647431.78,219115.78,428316.0,272466.37,89666.38,14034.03,3741.9
C034,2021Q4,263268.24,29127.5,25028.58,558640.28,168881.74,389758.54,325568.37,42343.21,17931.83,967.56
C034,2022Q1,278376.03,37720.23,27528.32,422866.8,124843.44,298023.36,223192.23,57259.4,31091.77,1804.82
C034,2022Q2,294658.81,28565.35,18171.52,717424.8,230384.44,487040.36,234264.06,96789.28,28817.83,3390.54
C034,2022Q3,304168.16,28924.45,18095.52,370620.54,109098.5,261522.04,96648.48,45898.46,21696.26,1061.35
C034,2022Q4,316959.96,29030.74,18807.95,726446.65,227150.18,499296.47,242359.03,81264.39,14639.32,2745.32
C034,2023Q1,326913.0,32593.53,26710.21,841404.14,203653.69,637750.45,249422.79,42621.73,38867.11,1490.87
C034,2023Q2,352740.27,36230.54,27260.61,1002603.33,265942.69,736660.64,569729.85,111436.28,27738.1,3129.04
C034,2023Q3,382961.97,19421.34,13575.89,756142.91,250674.6,505468.3,253780.27,65346.64,15869.8,1664.66
C034,2023Q4,391914.17,41396.18,25352.1,809629.66,177114.6,632515.06,356043.44,53334.93,19876.55,1596.1
C034,2024Q1,400962.41,37877.5,22284.85,737048.96,214070.89,522978.07,268498.74,114053.29,36153.9,3385.6
C034,2024Q2,401758.35,36991.2,20714.97,846928.98,290720.59,556208.39,408700.51,106720.9,47290.91,1231.9
C034,2024Q3,399111.51,36858.2,25070.63,1150655.38,521443.63,629211.75,576863.63,270160.77,50315.57,6315.28
C034,2024Q4,427206.63,39340.72,29807.05,555945.73,220275.95,335669.78,242714.66,102459.4,57998.78,3247.91
C034,2025Q1,459663.82,48113.0,41605.87,711083.48,243734.03,467349.45,343790.13,125496.14,48050.21,3231.09
C034,2025Q2,481051.71,57557.88,44937.98,1205904.55,451776.37,754128.18,720755.37,178909.75,50838.72,3264.55
C034,2025Q3,503600.01,57749.62,41552.39,1091830.84,355354.53,736476.31,403756.41,100976.94,50414.27,1787.63
C034,2025Q4,528103.49,62628.43,37634.03,1485063.55,573938.56,911125.0,894998.33,172383.2,52254.1,3437.33
C035,2021Q1,284840.63,13056.72,11083.05,358729.79,68137.41,290592.38,105520.06,23944.5,11512.94,353.47
C035,2021Q2,287810.12,19776.32,13710.03,697108.44,114414.98,582693.45,347105.16,36771.81,12430.15,610.52
C035,2021Q3,293985.55,21155.12,16366.06,469146.7,90397.91,378748.79,133797.52,17112.81,18835.58,440.54
C035,2021Q4,284699.44,23015.33,20096.67,798953.98,103438.55,695515.43,411129.32,52403.51,8168.83,1211.72
C035,2022Q1,289566.23,15642.18,7921.17,740271.21,271994.08,468277.14,266629.37,87353.8,5262.27,3119.23
C035,2022Q2,284943.94,19361.9,15219.23,569129.87,80473.91,488655.96,211880.15,14949.06,15730.26,362.4
C035,2022Q3,283239.67,20188.54,15402.05,578435.83,118519.26,459916.57,186040.64,49036.35,28594.67,1348.55
C035,2022Q4,291469.94,13603.42,11459.19,705011.83,136155.64,568856.19,185540.36,37886.54,139.74,2354.92
C035,2023Q1,303970.72,26569.32,14887.0,434375.07,117719.43,316655.63,191450.17,23344.22,20587.69,578.37
C035,2023Q2,292387.15,14008.22,9588.4,747013.0,177898.81,569114.19,357489.46,78800.51,15027.9,1190.79
C035,2023Q3,292335.78,7882.61,3757.34,789341.46,174986.34,614355.12,396311.7,41363.31,6785.8,834.59
C035,2023Q4,302661.55,21965.14,16788.16,809083.02,137095.33,671987.69,456443.5,41028.54,13781.16,1342.74
C035,2024Q1,331995.54,27340.2,20695.89,936988.37,174362.74,762625.63,542542.24,80745.04,21622.23,581.13
C035,2024Q2,322564.01,17163.55,11297.26,485396.69,156300.73,329095.96,291780.12,33799.55,20629.18,649.41
C035,2024Q3,317341.18,10950.82,8326.37,745895.54,142157.75,603737.8,354216.64,69193.25,5928.23,995.76
C035,2024Q4,324789.32,22098.27,13489.08,924084.92,138079.57,786005.35,282194.41,56210.64,22614.51,1426.73
C035,2025Q1,318187.96,36078.4,20069.09,744169.75,127775.54,616394.21,245653.1,26694.26,30617.21,1139.33
C035,2025Q2,319942.6,26995.49,21762.02,866479.31,126693.29,739786.02,485829.7,48327.48,17291.25,1875.04
C035,2025Q3,343274.72,38044.54,23947.76,515155.23,67638.62,447516.61,214389.59,21900.33,24429.37,652.55
C035,2025Q4,357784.9,26072.96,17265.24,507429.72,104179.38,403250.34,257602.18,54649.9,15019.24,1859.05
C036,2021Q1,280862.43,11300.1,6863.23,349316.28,98487.89,250828.39,139188.08,37828.05,5196.93,1169.07
C036,2021Q2,292069.95,14422.02,10256.3,358652.53,44831.23,313821.3,154911.79,21036.1,23822.27,429.0
C036,2021Q3,335583.23,13216.9,7757.46,683611.54,160740.62,522870.93,269581.51,60789.93,2521.48,2367.14
C036,2021Q4,374636.66,28496.78,23365.75,714050.74,114968.37,599082.36,192390.51,23439.19,10494.49,1282.49
C036,2022Q1,391931.78,10738.49,7179.65,845126.28,132614.4,712511.88,415790.01,63079.57,6380.23,629.24
C036,2022Q2,409784.99,20100.66,13757.11,1163239.74,313112.95,850126.79,510514.11,85128.2,19987.09,2804.96
C036,2022Q3,440800.33,31295.57,25948.06,742737.44,175841.87,566895.57,236316.65,51372.74,13782.86,3145.14
C036,2022Q4,490166.18,23322.9,15116.96,724857.52,229361.52,495496.0,341067.39,64187.74,31029.41,950.49
